game_id,Season,Week,game_date,away_team,home_team,side,closing_odds,model_prob_raw,model_prob_adj,implied_prob,edge_raw,edge,actual_win,profit,books_used,favorite_or_dog,test_edge_threshold,test_odds_cap
2025_14_Dolphins_Jets,2025,14,2025-12-07,Dolphins,Jets,away,-145.0,0.7368515545174992,0.6788456265880505,0.5918367346938775,0.1450148198236216,0.0870088918941729,0,-1.0,11,favorite,0.03,200
2025_5_Broncos_Eagles,2025,5,2025-10-05,Broncos,Eagles,home,-225.0,0.8353958307068257,0.7781605753471723,0.6923076923076923,0.1430881383991333,0.08585288303948,0,-1.0,11,favorite,0.03,200
2025_16_Falcons_Cardinals,2025,16,2025-12-21,Falcons,Cardinals,home,130.0,0.5778669123775161,0.5206331909047706,0.4347826086956521,0.1430843036818639,0.0858505822091184,0,-1.0,11,underdog,0.03,200
2024_3_Lions_Cardinals,2024,3,2024-09-22,Lions,Cardinals,away,-155.0,0.7508573965165304,0.693651692811879,0.6078431372549019,0.1430142592616284,0.085808555556977,1,0.6451612903225806,10,favorite,0.03,200
2025_14_Texans_Chiefs,2025,14,2025-12-07,Texans,Chiefs,home,-210.0,0.8179610773508917,0.7617443883460189,0.6774193548387096,0.1405417225121821,0.0843250335073092,0,-1.0,11,favorite,0.03,200
2025_8_Packers_Steelers,2025,8,2025-10-26,Packers,Steelers,away,-155.0,0.7480250685916435,0.6919522960569469,0.6078431372549019,0.1401819313367416,0.0841091588020449,1,0.6451612903225806,11,favorite,0.03,200
2024_2_Steelers_Broncos,2024,2,2024-09-15,Steelers,Broncos,away,-150.0,0.7396819835502368,0.6838091901301421,0.6,0.1396819835502368,0.0838091901301421,1,0.6666666666666666,10,favorite,0.03,200
2024_12_Eagles_Rams,2024,12,2024-11-24,Eagles,Rams,away,-152.5,0.7421620134048525,0.6868813664587531,0.6039603960396039,0.1382016173652486,0.0829209704191491,1,0.6557377049180327,10,favorite,0.03,200
2025_2_Jaguars_Bengals,2025,2,2025-09-14,Jaguars,Bengals,home,-190.0,0.7929573601326437,0.7378433815968276,0.6551724137931034,0.1377849463395403,0.0826709678037241,1,0.5263157894736842,11,favorite,0.03,200
2025_16_Chiefs_Titans,2025,16,2025-12-21,Chiefs,Titans,away,-170.0,0.7669388661241014,0.7120151715263128,0.6296296296296297,0.1373092364944718,0.0823855418966831,0,-1.0,11,favorite,0.03,200
2024_15_Steelers_Eagles,2024,15,2024-12-15,Steelers,Eagles,home,-250.0,0.8513722797749825,0.7965376535792752,0.7142857142857143,0.1370865654892682,0.0822519392935609,1,0.4,10,favorite,0.03,200
2024_8_Falcons_Buccaneers,2024,8,2024-10-27,Falcons,Buccaneers,home,105.0,0.6236540722381446,0.569314394562399,0.4878048780487805,0.1358491941893641,0.0815095165136184,0,-1.0,10,underdog,0.03,200
2025_17_Saints_Titans,2025,17,2025-12-28,Saints,Titans,away,-125.0,0.6911298315028623,0.6369001211239397,0.5555555555555556,0.1355742759473067,0.0813445655683841,0,-1.0,11,favorite,0.03,200
2024_8_Cowboys_49ers,2024,8,2024-10-27,Cowboys,49ers,home,-229.0,0.831010170413929,0.7770255551358953,0.6960486322188449,0.134961538195084,0.0809769229170503,1,0.4366812227074236,10,favorite,0.03,200
2025_15_Falcons_Buccaneers,2025,15,2025-12-11,Falcons,Buccaneers,home,-250.0,0.8491881035794087,0.7952271478619308,0.7142857142857143,0.1349023892936943,0.0809414335762165,0,-1.0,11,favorite,0.03,200
2024_5_Saints_Chiefs,2024,5,2024-10-07,Saints,Chiefs,home,-242.5,0.8428705824435224,0.7889340282982302,0.708029197080292,0.1348413853632304,0.0809048312179382,1,0.4123711340206185,10,favorite,0.03,200
2024_13_Cardinals_Vikings,2024,13,2024-12-01,Cardinals,Vikings,home,-174.0,0.7693131723511412,0.7156025019508307,0.635036496350365,0.1342766760007762,0.0805660056004657,1,0.5747126436781609,10,favorite,0.03,200
2024_16_Rams_Jets,2024,16,2024-12-22,Rams,Jets,away,-161.0,0.7501974754584007,0.6968617802941974,0.6168582375478927,0.1333392379105079,0.0800035427463047,1,0.6211180124223602,10,favorite,0.03,200
2025_8_Bears_Ravens,2025,8,2025-10-26,Bears,Ravens,home,-148.0,0.7300722080990937,0.6767530022788111,0.5967741935483871,0.1332980145507065,0.0799788087304239,1,0.6756756756756757,11,favorite,0.03,200
2025_13_Bills_Steelers,2025,13,2025-11-30,Bills,Steelers,away,-170.0,0.7610520743730779,0.7084830964756985,0.6296296296296297,0.1314224447434482,0.0788534668460688,0,-1.0,11,favorite,0.03,200
2024_19_Packers_Eagles,2024,19,2025-01-12,Packers,Eagles,home,-260.0,0.8530993923055802,0.800748524272237,0.7222222222222222,0.1308771700833579,0.0785263020500147,1,0.3846153846153846,10,favorite,0.03,200
2024_3_Chiefs_Falcons,2024,3,2024-09-22,Chiefs,Falcons,away,-163.5,0.7478266723230279,0.6968933468473272,0.6204933586337761,0.1273333136892518,0.0763999882135511,1,0.6116207951070336,10,favorite,0.03,200
2024_13_Colts_Patriots,2024,13,2024-12-01,Colts,Patriots,away,-140.0,0.7103742509729324,0.6595578839170928,0.5833333333333334,0.127040917639599,0.0762245505837594,1,0.7142857142857143,10,favorite,0.03,200
2025_2_49ers_Saints,2025,2,2025-09-14,49ers,Saints,away,-160.0,0.7417484265131586,0.6912029020617414,0.6153846153846154,0.1263638111285432,0.0758182866771259,1,0.625,11,favorite,0.03,200
2024_14_Chargers_Chiefs,2024,14,2024-12-08,Chargers,Chiefs,home,-210.0,0.8033719420752656,0.7529909071806432,0.6774193548387096,0.125952587236556,0.0755715523419335,1,0.4761904761904761,10,favorite,0.03,200
2025_9_Seahawks_Commanders,2025,9,2025-11-02,Seahawks,Commanders,away,-158.0,0.7374872176360181,0.6874535708916883,0.6124031007751938,0.1250841168608243,0.0750504701164945,1,0.6329113924050633,11,favorite,0.03,200
2025_1_Chiefs_Chargers,2025,1,2025-09-05,Chiefs,Chargers,away,-167.0,0.7500377790608899,0.700209933354137,0.6254681647940075,0.1245696142668824,0.0747417685601294,0,-1.0,11,favorite,0.03,200
2024_7_Dolphins_Colts,2024,7,2024-10-20,Dolphins,Colts,home,-155.0,0.7315877798008806,0.6820899227824891,0.6078431372549019,0.1237446425459787,0.0742467855275872,1,0.6451612903225806,10,favorite,0.03,200
2025_3_Raiders_Commanders,2025,3,2025-09-21,Raiders,Commanders,home,-154.0,0.7295573627075667,0.6802541026639101,0.6062992125984252,0.1232581501091414,0.0739548900654848,1,0.6493506493506493,11,favorite,0.03,200
2024_6_Chargers_Broncos,2024,6,2024-10-13,Chargers,Broncos,away,-155.0,0.7308921351642153,0.6816725360004899,0.6078431372549019,0.1230489979093133,0.073829398745588,1,0.6451612903225806,10,favorite,0.03,200
2025_7_Rams_Jaguars,2025,7,2025-10-19,Rams,Jaguars,away,-165.0,0.7443201477915193,0.6956486924484965,0.6226415094339622,0.1216786383575571,0.0730071830145342,1,0.6060606060606061,11,favorite,0.03,200
2025_1_Steelers_Jets,2025,1,2025-09-07,Steelers,Jets,away,-164.0,0.7421773498948768,0.6937912584217746,0.6212121212121212,0.1209652286827556,0.0725791372096533,1,0.6097560975609756,11,favorite,0.03,200
2025_5_Chiefs_Jaguars,2025,5,2025-10-06,Chiefs,Jaguars,away,-200.0,0.786497047980173,0.7385648954547703,0.6666666666666666,0.1198303813135063,0.0718982287881037,0,-1.0,11,favorite,0.03,200
2024_3_Jaguars_Bills,2024,3,2024-09-23,Jaguars,Bills,home,-250.0,0.8339040220406226,0.7860566989386593,0.7142857142857143,0.1196183077549083,0.0717709846529449,1,0.4,10,favorite,0.03,200
2024_8_Packers_Jaguars,2024,8,2024-10-27,Packers,Jaguars,away,-190.0,0.7741701572203201,0.7265710598494335,0.6551724137931034,0.1189977434272167,0.07139864605633,1,0.5263157894736842,10,favorite,0.03,200
2024_6_Cardinals_Packers,2024,6,2024-10-13,Cardinals,Packers,home,-242.5,0.8260336417127648,0.7788318638597757,0.708029197080292,0.1180044446324728,0.0708026667794836,1,0.4123711340206185,10,favorite,0.03,200
2025_9_Falcons_Patriots,2025,9,2025-11-02,Falcons,Patriots,home,-245.0,0.8275371185478902,0.7805802421432269,0.7101449275362319,0.1173921910116583,0.0704353146069949,1,0.4081632653061224,11,favorite,0.03,200
2024_6_49ers_Seahawks,2024,6,2024-10-10,49ers,Seahawks,away,-190.0,0.7714392850865102,0.7249325365691475,0.6551724137931034,0.1162668712934067,0.069760122776044,1,0.5263157894736842,10,favorite,0.03,200
2024_5_Packers_Rams,2024,5,2024-10-06,Packers,Rams,away,-165.0,0.7387614872845184,0.6923134961442959,0.6226415094339622,0.1161199778505561,0.0696719867103337,1,0.6060606060606061,10,favorite,0.03,200
2025_6_Seahawks_Jaguars,2025,6,2025-10-12,Seahawks,Jaguars,home,-105.0,0.6281991190091895,0.5817975201860015,0.5121951219512195,0.1160039970579699,0.0696023982347819,0,-1.0,11,favorite,0.03,200
2025_12_Colts_Chiefs,2025,12,2025-11-23,Colts,Chiefs,home,-190.0,0.7710395283335872,0.7246926825173937,0.6551724137931034,0.1158671145404838,0.0695202687242902,0,-1.0,11,favorite,0.03,200
2025_3_Cowboys_Bears,2025,3,2025-09-21,Cowboys,Bears,home,103.5,0.6070737949152131,0.5608044735093244,0.4914004914004914,0.1156733035147216,0.0694039821088329,1,1.035,10,underdog,0.03,200
2024_4_Browns_Raiders,2024,4,2024-09-29,Browns,Raiders,home,123.5,0.5628750518706963,0.5166959483483685,0.4474272930648769,0.1154477588058193,0.0692686552834915,1,1.235,10,underdog,0.03,200
2025_9_Bears_Bengals,2025,9,2025-11-02,Bears,Bengals,home,130.0,0.5499169409207347,0.5038632080307017,0.4347826086956521,0.1151343322250825,0.0690805993350495,0,-1.0,11,underdog,0.03,200
2025_15_Bills_Patriots,2025,15,2025-12-14,Bills,Patriots,home,115.0,0.579737589252126,0.5338890651791826,0.4651162790697674,0.1146213101823586,0.0687727861094151,0,-1.0,11,underdog,0.03,200
2025_13_Chiefs_Cowboys,2025,13,2025-11-27,Chiefs,Cowboys,away,-185.0,0.7617819691407876,0.7167183042914901,0.6491228070175439,0.1126591621232436,0.0675954972739462,0,-1.0,11,favorite,0.03,200
2025_10_Browns_Jets,2025,10,2025-11-09,Browns,Jets,home,110.0,0.5881864456783036,0.5433880578831727,0.4761904761904761,0.1119959694878274,0.0671975816926965,1,1.1,11,underdog,0.03,200
2024_16_Titans_Colts,2024,16,2024-12-22,Titans,Colts,home,-198.5,0.7758539311989937,0.7315090086356442,0.6649916247906198,0.1108623064083739,0.0665173838450243,1,0.5037783375314862,10,favorite,0.03,200
2024_17_Dolphins_Browns,2024,17,2024-12-29,Dolphins,Browns,away,-180.0,0.7536928126823649,0.7093585447522761,0.6428571428571429,0.1108356698252219,0.0665014018951332,1,0.5555555555555556,10,favorite,0.03,200
2025_11_Cowboys_Raiders,2025,11,2025-11-17,Cowboys,Raiders,away,-190.0,0.7658684990803917,0.7215900649654764,0.6551724137931034,0.1106960852872882,0.0664176511723729,1,0.5263157894736842,11,favorite,0.03,200
2025_13_Texans_Colts,2025,13,2025-11-30,Texans,Colts,home,-162.0,0.7288121499410147,0.684615534239418,0.6183206106870229,0.1104915392539918,0.066294923552395,0,-1.0,11,favorite,0.03,200
2024_6_Bengals_Giants,2024,6,2024-10-13,Bengals,Giants,away,-190.0,0.7654162838834051,0.7213187358472845,0.6551724137931034,0.1102438700903016,0.066146322054181,1,0.5263157894736842,10,favorite,0.03,200
2024_3_Texans_Vikings,2024,3,2024-09-22,Texans,Vikings,away,-127.0,0.6694551615205195,0.6254616431678184,0.5594713656387665,0.109983795881753,0.0659902775290518,0,-1.0,10,favorite,0.03,200
2025_1_Ravens_Bills,2025,1,2025-09-07,Ravens,Bills,home,100.0,0.6098480111648793,0.5659088066989275,0.5,0.1098480111648793,0.0659088066989275,1,1.0,11,underdog,0.03,200
2024_4_Seahawks_Lions,2024,4,2024-09-30,Seahawks,Lions,home,-210.0,0.7870239874310844,0.7431821343941345,0.6774193548387096,0.1096046325923747,0.0657627795554248,1,0.4761904761904761,10,favorite,0.03,200
2024_6_Steelers_Raiders,2024,6,2024-10-13,Steelers,Raiders,away,-176.5,0.7478945822038089,0.704071288201128,0.6383363471971067,0.1095582350067021,0.0657349410040212,1,0.56657223796034,10,favorite,0.03,200
2024_8_Colts_Texans,2024,8,2024-10-27,Colts,Texans,home,-234.5,0.8105459564511573,0.7667461089977496,0.7010463378176383,0.109499618633519,0.0656997711801113,1,0.4264392324093816,10,favorite,0.03,200
2024_1_Titans_Bears,2024,1,2024-09-08,Titans,Bears,home,-204.5,0.7797424194148257,0.7364825616653158,0.6715927750410509,0.1081496443737748,0.0648897866242649,1,0.4889975550122249,10,favorite,0.03,200
2024_5_Panthers_Bears,2024,5,2024-10-06,Panthers,Bears,home,-205.0,0.7796265710386173,0.7366284016395638,0.6721311475409836,0.1074954234976337,0.0644972540985802,1,0.4878048780487805,10,favorite,0.03,200
2024_6_Lions_Cowboys,2024,6,2024-10-13,Lions,Cowboys,away,-175.0,0.74315416532851,0.7004379537425606,0.6363636363636364,0.1067905289648736,0.0640743173789242,1,0.5714285714285714,10,favorite,0.03,200
2024_13_Dolphins_Packers,2024,13,2024-11-28,Dolphins,Packers,home,-180.0,0.7495564769313402,0.7068767433016613,0.6428571428571429,0.1066993340741973,0.0640196004445183,1,0.5555555555555556,10,favorite,0.03,200
2025_4_Vikings_Steelers,2025,4,2025-09-28,Vikings,Steelers,home,118.0,0.5648153194711354,0.5223754302147914,0.4587155963302752,0.1060997231408601,0.0636598338845161,1,1.18,11,underdog,0.03,200
2024_4_Steelers_Colts,2024,4,2024-09-29,Steelers,Colts,home,123.0,0.553087067454512,0.5112244377821242,0.4484304932735426,0.1046565741809693,0.0627939445085816,1,1.23,10,underdog,0.03,200
2024_11_Rams_Patriots,2024,11,2024-11-17,Rams,Patriots,away,-206.5,0.7764676207831509,0.7353748628450945,0.6737357259380098,0.1027318948451411,0.0616391369070846,1,0.4842615012106537,10,favorite,0.03,200
2024_1_Raiders_Chargers,2024,1,2024-09-08,Raiders,Chargers,home,-155.5,0.7098605906107321,0.6693605813723101,0.6086105675146771,0.101250023096055,0.060750013857633,1,0.6430868167202572,10,favorite,0.03,200
2024_10_Bills_Colts,2024,10,2024-11-10,Bills,Colts,away,-220.0,0.7877850513994713,0.7476710308396828,0.6875,0.1002850513994713,0.0601710308396827,1,0.4545454545454545,10,favorite,0.03,200
2025_11_Buccaneers_Bills,2025,11,2025-11-16,Buccaneers,Bills,home,-285.0,0.8405148025735274,0.8004127776480126,0.7402597402597403,0.1002550623137871,0.0601530373882722,1,0.3508771929824561,11,favorite,0.03,200
2025_6_Chargers_Dolphins,2025,6,2025-10-12,Chargers,Dolphins,away,-200.0,0.7666984334727731,0.7266857267503305,0.6666666666666666,0.1000317668061064,0.0600190600836638,1,0.5,11,favorite,0.03,200
2025_3_Lions_Ravens,2025,3,2025-09-22,Lions,Ravens,home,-234.0,0.7999321706855201,0.7601988233693959,0.7005988023952096,0.0993333682903105,0.0596000209741863,0,-1.0,11,favorite,0.03,200
2024_14_Falcons_Vikings,2024,14,2024-12-08,Falcons,Vikings,home,-282.5,0.8363931555124409,0.7972607299087717,0.738562091503268,0.0978310640091728,0.0586986384055037,1,0.3539823008849557,10,favorite,0.03,200
2024_12_Cardinals_Seahawks,2024,12,2024-11-24,Cardinals,Seahawks,home,-112.0,0.6258618228051265,0.586837848400057,0.5283018867924528,0.0975599360126736,0.0585359616076042,1,0.8928571428571429,7,favorite,0.03,200
2025_1_Buccaneers_Falcons,2025,1,2025-09-07,Buccaneers,Falcons,away,-110.0,0.6211183089291649,0.5821947948813084,0.5238095238095238,0.097308785119641,0.0583852710717845,1,0.9090909090909092,11,favorite,0.03,200
2024_15_Colts_Broncos,2024,15,2024-12-15,Colts,Broncos,home,-215.0,0.7788358285917103,0.7403173701708992,0.6825396825396826,0.0962961460520277,0.0577776876312166,1,0.4651162790697674,10,favorite,0.03,200
2025_5_Vikings_Browns,2025,5,2025-10-05,Vikings,Browns,away,-199.0,0.761401051344014,0.7230613665923615,0.6655518394648829,0.095849211879131,0.0575095271274785,1,0.5025125628140703,11,favorite,0.03,200
2025_10_Steelers_Chargers,2025,10,2025-11-09,Steelers,Chargers,home,-150.0,0.695672327567569,0.6574033965405415,0.6,0.095672327567569,0.0574033965405414,1,0.6666666666666666,11,favorite,0.03,200
2024_15_Jets_Jaguars,2024,15,2024-12-15,Jets,Jaguars,away,-175.0,0.7308677371674173,0.6930660968459049,0.6363636363636364,0.0945041008037809,0.0567024604822685,1,0.5714285714285714,10,favorite,0.03,200
2024_13_Texans_Jaguars,2024,13,2024-12-01,Texans,Jaguars,away,-184.5,0.7426658235832756,0.7050019546069073,0.648506151142355,0.0941596724409206,0.0564958034645523,1,0.5420054200542005,10,favorite,0.03,200
2024_13_Titans_Commanders,2024,13,2024-12-01,Titans,Commanders,home,-257.5,0.814242331901591,0.7766572872528428,0.7202797202797203,0.0939626116218707,0.0563775669731224,1,0.3883495145631068,10,favorite,0.03,200
2025_4_Eagles_Buccaneers,2025,4,2025-09-28,Eagles,Buccaneers,away,-195.0,0.7542297591682561,0.7169446351619706,0.6610169491525424,0.0932128100157136,0.0559276860094282,1,0.5128205128205128,11,favorite,0.03,200
2024_18_49ers_Cardinals,2024,18,2025-01-05,49ers,Cardinals,away,184.0,0.4444327351986676,0.4075047115417357,0.352112676056338,0.0923200591423296,0.0553920354853977,0,-1.0,10,underdog,0.03,200
2024_16_Vikings_Seahawks,2024,16,2024-12-22,Vikings,Seahawks,away,-137.0,0.6699600215633336,0.6331996416299832,0.5780590717299579,0.0919009498333757,0.0551405699000253,1,0.7299270072992701,10,favorite,0.03,200
2024_12_Vikings_Bears,2024,12,2024-11-24,Vikings,Bears,away,-172.0,0.7239254832483337,0.6872964664195884,0.6323529411764706,0.0915725420718631,0.0549435252431178,1,0.5813953488372093,10,favorite,0.03,200
2024_4_Jaguars_Texans,2024,4,2024-09-29,Jaguars,Texans,home,-250.0,0.8056613187751409,0.7691110769793703,0.7142857142857143,0.0913756044894266,0.054825362693656,1,0.4,10,favorite,0.03,200
2024_11_Ravens_Steelers,2024,11,2024-11-17,Ravens,Steelers,away,-175.0,0.7266353533589146,0.6905266665608033,0.6363636363636364,0.0902717169952782,0.0541630301971669,0,-1.0,10,favorite,0.03,200
2024_1_Jets_49ers,2024,1,2024-09-09,Jets,49ers,home,-210.0,0.7675934900149427,0.7315238359444494,0.6774193548387096,0.090174135176233,0.0541044811057397,1,0.4761904761904761,10,favorite,0.03,200
2025_14_Bears_Packers,2025,14,2025-12-07,Bears,Packers,home,-315.0,0.8482479839429403,0.8125632481970895,0.7590361445783133,0.089211839364627,0.0535271036187762,0,-1.0,11,favorite,0.03,200
2024_3_Dolphins_Seahawks,2024,3,2024-09-22,Dolphins,Seahawks,home,-202.5,0.7578463741812826,0.7224764195500919,0.6694214876033058,0.0884248865779768,0.0530549319467861,1,0.4938271604938271,10,favorite,0.03,200
2024_8_Vikings_Rams,2024,8,2024-10-24,Vikings,Rams,away,-150.5,0.688948748660189,0.6536886104735584,0.6007984031936128,0.0881503454665761,0.0528902072799456,0,-1.0,10,favorite,0.03,200
2024_2_Seahawks_Patriots,2024,2,2024-09-15,Seahawks,Patriots,away,-167.5,0.7141789732119047,0.678974673646769,0.6261682242990654,0.0880107489128393,0.0528064493477036,1,0.5970149253731343,10,favorite,0.03,200
2025_7_Panthers_Jets,2025,7,2025-10-19,Panthers,Jets,home,-108.0,0.6070054667170589,0.5718955877225431,0.5192307692307693,0.0877746974862896,0.0526648184917738,0,-1.0,11,favorite,0.03,200
2025_2_Chargers_Raiders,2025,2,2025-09-15,Chargers,Raiders,away,-190.0,0.7426871553903568,0.7076812587514555,0.6551724137931034,0.0875147415972533,0.052508844958352,1,0.5263157894736842,11,favorite,0.03,200
2024_17_Raiders_Saints,2024,17,2024-12-29,Raiders,Saints,home,110.0,0.5634809194358518,0.5285647421377015,0.4761904761904761,0.0872904432453756,0.0523742659472253,0,-1.0,10,underdog,0.03,200
2025_15_Dolphins_Steelers,2025,15,2025-12-15,Dolphins,Steelers,home,-176.0,0.7242222096838158,0.6896057895784053,0.6376811594202898,0.0865410502635259,0.0519246301581155,0,-1.0,11,favorite,0.03,200
2024_15_Chiefs_Browns,2024,15,2024-12-15,Chiefs,Browns,away,-235.0,0.7875664481084823,0.7531368837904625,0.7014925373134329,0.0860739107950494,0.0516443464770296,1,0.425531914893617,10,favorite,0.03,200
2024_4_Bengals_Panthers,2024,4,2024-09-29,Bengals,Panthers,away,-225.0,0.7782571984568636,0.743877395997195,0.6923076923076923,0.0859495061491713,0.0515697036895027,1,0.4444444444444444,10,favorite,0.03,200
2024_9_Commanders_Giants,2024,9,2024-11-03,Commanders,Giants,away,-210.0,0.7631919507267635,0.7288829123715419,0.6774193548387096,0.0857725958880538,0.0514635575328322,1,0.4761904761904761,10,favorite,0.03,200
2024_2_Bears_Texans,2024,2,2024-09-15,Bears,Texans,home,-270.0,0.8148537962524782,0.7808041696433788,0.7297297297297297,0.0851240665227485,0.0510744399136491,1,0.3703703703703703,10,favorite,0.03,200
2024_17_Titans_Jaguars,2024,17,2024-12-29,Titans,Jaguars,home,-113.0,0.615563072411041,0.5815444162165777,0.5305164319248826,0.0850466404861584,0.051027984291695,1,0.8849557522123894,10,favorite,0.03,200
2025_6_Bills_Falcons,2025,6,2025-10-13,Bills,Falcons,away,-205.0,0.7563693537242134,0.7226740712509214,0.6721311475409836,0.0842382061832298,0.0505429237099378,0,-1.0,11,favorite,0.03,200
2024_19_Chargers_Texans,2024,19,2025-01-11,Chargers,Texans,away,-155.0,0.6916926998190818,0.6581528747934098,0.6078431372549019,0.0838495625641798,0.0503097375385078,0,-1.0,10,favorite,0.03,200
2024_14_Bills_Rams,2024,14,2024-12-08,Bills,Rams,away,-190.0,0.7382262556567274,0.7050047189112778,0.6551724137931034,0.0830538418636239,0.0498323051181743,0,-1.0,10,favorite,0.03,200
